pixel 	Counts (Total Flux normalized) 	
371 	0.00049038145 	
372 	0.00049007074 	
373 	0.00049087045 	
374 	0.00049054723 	
375 	0.00049013266 	
376 	0.00049021098 	
377 	0.00049073889 	
378 	0.00049043391 	
379 	0.00049032236 	
380 	0.0004901362 	
381 	0.00049055246 	
382 	0.00049028579 	
383 	0.00048995388 	
384 	0.00049045604 	
385 	0.00049045354 	
386 	0.00048964807 	
387 	0.00049021078 	
388 	0.00049012 	
389 	0.00049000818 	
390 	0.00049032274 	
391 	0.00049001772 	
392 	0.00049040305 	
393 	0.00048994981 	
394 	0.00049005506 	
395 	0.00049069024 	
396 	0.00049018902 	
397 	0.00049035689 	
398 	0.00049098815 	
399 	0.00049012345 	
400 	0.0004902583 	
401 	0.00048995272 	
402 	0.0004906863 	
403 	0.0004899283 	
404 	0.00048958618 	
405 	0.00049067762 	
406 	0.00048965382 	
407 	0.000489934 	
408 	0.00049011736 	
409 	0.00049018862 	
410 	0.00049007022 	
411 	0.00049016409 	
412 	0.00049026655 	
413 	0.00049014837 	
414 	0.00049027949 	
415 	0.00049026322 	
416 	0.00049018233 	
417 	0.00048984337 	
418 	0.00049052761 	
419 	0.00049032988 	
420 	0.00049019574 	
421 	0.00049079575 	
422 	0.00049019512 	
423 	0.00049006207 	
424 	0.00049029767 	
425 	0.00049022923 	
426 	0.00048954862 	
427 	0.0004902919 	
428 	0.00049003317 	
429 	0.00048964256 	
430 	0.00048982818 	
431 	0.00049016529 	
432 	0.00049008607 	
433 	0.00048958288 	
434 	0.00049040608 	
435 	0.00048979996 	
436 	0.00049028919 	
437 	0.00048984679 	
438 	0.00049005554 	
439 	0.000490012 	
440 	0.00049055945 	
441 	0.00048986204 	
442 	0.00048981907 	
443 	0.0004898594 	
444 	0.00049019507 	
445 	0.00048999332 	
446 	0.00049047142 	
447 	0.00048963875 	
448 	0.00048987545 	
449 	0.00049022085 	
450 	0.00048994964 	
451 	0.00049031621 	
452 	0.00049015804 	
453 	0.0004903905 	
454 	0.00048961049 	
455 	0.00049010546 	
456 	0.00049032886 	
457 	0.00048993797 	
458 	0.00049063402 	
459 	0.00049021963 	
460 	0.00048971923 	
461 	0.00048965712 	
462 	0.00048978481 	
463 	0.00048991223 	
464 	0.00048968844 	
465 	0.00049026971 	
466 	0.00049027363 	
467 	0.00048974769 	
468 	0.00049023554 	
469 	0.00048964496 	
470 	0.00049042245 	
471 	0.00048975069 	
472 	0.00049001135 	
473 	0.00048942412 	
474 	0.00048933078 	
475 	0.00049016746 	
476 	0.0004902109 	
477 	0.00048999675 	
478 	0.00048959158 	
479 	0.0004899776 	
480 	0.000489688 	
481 	0.00048957297 	
482 	0.0004897198 	
483 	0.00048996163 	
484 	0.00048998365 	
485 	0.00048988377 	
486 	0.00049047812 	
487 	0.00048989352 	
488 	0.00049014244 	
489 	0.00049016745 	
490 	0.00048942059 	
491 	0.00048994289 	
492 	0.00048946761 	
493 	0.00048957618 	
494 	0.00049012074 	
495 	0.00049009563 	
496 	0.00049012417 	
497 	0.00048979715 	
498 	0.00049045597 	
499 	0.00048991821 	
500 	0.00048972307 	
501 	0.00048933065 	
502 	0.00049016035 	
503 	0.00049000803 	
504 	0.0004906487 	
505 	0.00048974372 	
506 	0.00049010818 	
507 	0.00048992124 	
508 	0.00048965713 	
509 	0.00048944284 	
510 	0.00049052171 	
511 	0.0004905248 	
512 	0.00048939916 	
513 	0.00049029213 	
514 	0.00049016717 	
515 	0.00049018616 	
516 	0.00048977487 	
517 	0.00048946822 	
518 	0.0004903321 	
519 	0.00048952694 	
520 	0.00048992808 	
521 	0.00048994309 	
522 	0.0004898223 	
523 	0.00048986903 	
524 	0.00048936785 	
525 	0.00048999951 	
526 	0.0004897437 	
527 	0.00048955446 	
528 	0.0004901703 	
529 	0.00048949271 	
530 	0.00049077338 	
531 	0.0004902452 	
532 	0.00048928203 	
533 	0.00048984969 	
534 	0.00048927482 	
535 	0.00048955722 	
536 	0.00048960791 	
537 	0.00048967558 	
538 	0.00048943268 	
539 	0.00048968224 	
540 	0.00049001415 	
541 	0.00048896085 	
542 	0.0004896356 	
543 	0.00048983463 	
544 	0.00048925024 	
545 	0.00048951407 	
546 	0.00048980979 	
547 	0.00048964192 	
548 	0.00048890467 	
549 	0.0004897662 	
550 	0.00048970102 	
551 	0.00048960112 	
552 	0.00048991875 	
553 	0.00049017586 	
554 	0.00048988103 	
555 	0.0004897565 	
556 	0.00048905977 	
557 	0.00048955477 	
558 	0.0004904124 	
559 	0.00049013596 	
560 	0.00048967272 	
561 	0.00048945886 	
562 	0.00049007398 	
563 	0.00048948263 	
564 	0.00048998064 	
565 	0.00048945201 	
566 	0.00048919439 	
567 	0.00048940503 	
568 	0.00048986316 	
569 	0.00049020471 	
570 	0.00049004969 	
571 	0.00048965108 	
572 	0.00048923421 	
573 	0.0004903228 	
574 	0.00048956136 	
575 	0.00048967914 	
576 	0.00048898561 	
577 	0.00048941532 	
578 	0.00048918804 	
579 	0.00048991533 	
580 	0.00048911649 	
581 	0.00048967876 	
582 	0.00049009597 	
583 	0.0004899088 	
584 	0.00048989649 	
585 	0.00048900442 	
586 	0.00048952939 	
587 	0.00048922888 	
588 	0.00048914696 	
589 	0.00048987164 	
590 	0.00048936157 	
591 	0.00048957922 	
592 	0.00048967324 	
593 	0.00048960761 	
594 	0.00048924083 	
595 	0.0004896882 	
596 	0.00048933703 	
597 	0.00048964415 	
598 	0.00048919321 	
599 	0.00048924325 	
600 	0.00048979105 	
601 	0.00048941425 	
602 	0.00048964485 	
603 	0.00048932728 	
604 	0.00048904157 	
605 	0.00048930277 	
606 	0.00048963814 	
607 	0.00048954491 	
608 	0.00048939626 	
609 	0.0004896943 	
610 	0.00048937103 	
611 	0.00048904835 	
612 	0.00048930558 	
613 	0.00048887327 	
614 	0.00048938645 	
615 	0.00048943027 	
616 	0.00048990251 	
617 	0.00048965401 	
618 	0.00048919451 	
619 	0.0004896297 	
620 	0.00048922512 	
621 	0.00048896699 	
622 	0.00048935913 	
623 	0.00049001146 	
624 	0.000489228 	
625 	0.00048916001 	
626 	0.00048972823 	
627 	0.00048943909 	
628 	0.00048984729 	
629 	0.00048928724 	
630 	0.00048956971 	
631 	0.00048918713 	
632 	0.00048872779 	
633 	0.00048914687 	
634 	0.00048978521 	
635 	0.00048955995 	
636 	0.00048850971 	
637 	0.00048963802 	
638 	0.00048934979 	
639 	0.00048974443 	
640 	0.00048965098 	
641 	0.00048936151 	
642 	0.00048928741 	
643 	0.00048940554 	
644 	0.00048909142 	
645 	0.00048950819 	
646 	0.00048916268 	
647 	0.00048880853 	
648 	0.00048987177 	
649 	0.00048979052 	
650 	0.00048938378 	
651 	0.00048882071 	
652 	0.00048941798 	
653 	0.00048929939 	
654 	0.00048921269 	
655 	0.00048866182 	
656 	0.00048924619 	
657 	0.00048918477 	
658 	0.00048932142 	
659 	0.00048878061 	
660 	0.00048966041 	
661 	0.00048995506 	
662 	0.00048942054 	
663 	0.00048932156 	
664 	0.00048923735 	
665 	0.0004894431 	
666 	0.00048923712 	
667 	0.00048908171 	
668 	0.00048948867 	
669 	0.00048960977 	
670 	0.00048864351 	
671 	0.00048897249 	
672 	0.00048922464 	
673 	0.00048924692 	
674 	0.00048912251 	
675 	0.00048914063 	
676 	0.00049055436 	
677 	0.00049420806 	
678 	0.00048919095 	
679 	0.00048948986 	
680 	0.00048887983 	
681 	0.00048886793 	
682 	0.00048942083 	
683 	0.000489672 	
684 	0.00048925309 	
685 	0.00048880231 	
686 	0.00048916897 	
687 	0.00048911392 	
688 	0.00048924058 	
689 	0.00048929249 	
690 	0.00048936535 	
691 	0.00048854376 	
692 	0.00048993728 	
693 	0.00048920941 	
694 	0.00048895152 	
695 	0.00048923112 	
696 	0.00048857799 	
697 	0.0004892375 	
698 	0.00048906681 	
699 	0.00048924648 	
700 	0.00048938338 	
701 	0.00048990034 	
702 	0.00048878369 	
703 	0.00048906035 	
704 	0.00048929315 	
705 	0.00048946094 	
706 	0.00048935869 	
707 	0.00048941257 	
708 	0.00048879922 	
709 	0.00048873671 	
710 	0.0004892995 	
711 	0.00048915014 	
712 	0.00048877389 	
713 	0.00048887688 	
714 	0.00048856892 	
715 	0.00048916325 	
716 	0.00048908189 	
717 	0.00048967281 	
718 	0.00048985345 	
719 	0.00048896409 	
720 	0.00048922242 	
721 	0.00048952297 	
722 	0.00048955752 	
723 	0.00048906694 	
724 	0.00048932454 	
725 	0.00048871189 	
726 	0.00048919043 	
727 	0.00048895197 	
728 	0.00048858421 	
729 	0.00048986869 	
730 	0.00048865578 	
731 	0.00048898201 	
732 	0.00048871499 	
733 	0.00048856231 	
734 	0.00048897931 	
735 	0.00048942669 	
736 	0.00048877666 	
737 	0.000489113 	
738 	0.00048876474 	
739 	0.00048943654 	
740 	0.00048901661 	
741 	0.00048866223 	
742 	0.00048872787 	
743 	0.00048871539 	
744 	0.00048901348 	
745 	0.00048947084 	
746 	0.00048906342 	
747 	0.00048876825 	
748 	0.00048890186 	
749 	0.00048902284 	
750 	0.00048848181 	
751 	0.00048904471 	
752 	0.00048842584 	
753 	0.00048856589 	
754 	0.00049270159 	
755 	0.00048884236 	
756 	0.00048944623 	
757 	0.00048935918 	
758 	0.00048874553 	
759 	0.00048885838 	
760 	0.00048886123 	
761 	0.00048906596 	
762 	0.00048944531 	
763 	0.00048865572 	
764 	0.00048961376 	
765 	0.00048895105 	
766 	0.00048823618 	
767 	0.00048863131 	
768 	0.00048890155 	
769 	0.00048830088 	
770 	0.00048849737 	
771 	0.00048882417 	
772 	0.00048862728 	
773 	0.00048845433 	
774 	0.00048909152 	
775 	0.00048854715 	
776 	0.0004888859 	
777 	0.00048900169 	
778 	0.00048920282 	
779 	0.00048890792 	
780 	0.00048872121 	
781 	0.00048879946 	
782 	0.00048895405 	
783 	0.00048917552 	
784 	0.00048920988 	
785 	0.00048899155 	
786 	0.00048952723 	
787 	0.00048912862 	
788 	0.00048855007 	
789 	0.00048859025 	
790 	0.00048874042 	
791 	0.00048830447 	
792 	0.00048872421 	
793 	0.00048867429 	
794 	0.00048858475 	
795 	0.00048885181 	
796 	0.00048924998 	
797 	0.00048878624 	
798 	0.00048855303 	
799 	0.00048923492 	
800 	0.0004888391 	
801 	0.0004887241 	
802 	0.0004891537 	
803 	0.000488587 	
804 	0.00048871512 	
805 	0.00048859713 	
806 	0.00048847265 	
807 	0.00048819547 	
808 	0.0004885128 	
809 	0.0004885903 	
810 	0.0004882605 	
811 	0.00048900019 	
812 	0.00048874305 	
813 	0.00048833219 	
814 	0.00048808324 	
815 	0.00048943057 	
816 	0.00048885514 	
817 	0.00048890194 	
818 	0.00048848191 	
819 	0.00048844776 	
820 	0.00048879515 	
821 	0.00048874295 	
822 	0.00048880491 	
823 	0.00048826715 	
824 	0.00048924098 	
825 	0.00048839562 	
826 	0.00048853469 	
827 	0.00048905733 	
828 	0.00048901051 	
829 	0.00048840222 	
830 	0.0004888857 	
831 	0.00048885802 	
832 	0.00048879265 	
833 	0.00048901059 	
834 	0.00048898619 	
835 	0.00048881523 	
836 	0.00048905736 	
837 	0.00048841631 	
838 	0.00048871241 	
839 	0.0004885098 	
840 	0.00048858059 	
841 	0.00048835704 	
842 	0.00048828923 	
843 	0.00048840738 	
844 	0.00048839773 	
845 	0.00048864339 	
846 	0.00048870653 	
847 	0.00048837022 	
848 	0.00048889231 	
849 	0.00048832336 	
850 	0.00048819225 	
851 	0.00048851835 	
852 	0.00048874592 	
853 	0.00048901301 	
854 	0.00048898585 	
855 	0.00048899799 	
856 	0.00048891145 	
857 	0.00048848519 	
858 	0.00048879579 	
859 	0.00048891094 	
860 	0.00048847297 	
861 	0.00048828922 	
862 	0.00048879569 	
863 	0.00048923056 	
864 	0.00048905678 	
865 	0.00048900768 	
866 	0.00048849151 	
867 	0.00048859068 	
868 	0.00048871767 	
869 	0.00048899475 	
870 	0.00048883348 	
871 	0.00048868369 	
872 	0.00048803132 	
873 	0.00048865542 	
874 	0.00048827135 	
875 	0.00048844513 	
876 	0.00048871872 	
877 	0.00048819566 	
878 	0.00048874024 	
879 	0.00048865902 	
880 	0.00048834551 	
881 	0.00048841983 	
882 	0.00048836691 	
883 	0.00048780428 	
884 	0.00048870276 	
885 	0.00048768527 	
886 	0.00048862078 	
887 	0.00048879854 	
888 	0.00048875594 	
889 	0.00048908485 	
890 	0.00048794378 	
891 	0.00048821102 	
892 	0.00048817064 	
893 	0.0004880467 	
894 	0.00048805257 	
895 	0.00048803392 	
896 	0.00048846013 	
897 	0.00048848511 	
898 	0.00048834132 	
899 	0.00048832608 	
900 	0.00048804971 	
901 	0.00048846888 	
902 	0.00048800055 	
903 	0.00048842965 	
904 	0.00048917806 	
905 	0.00048826393 	
906 	0.00048838924 	
907 	0.00048856271 	
908 	0.00048809945 	
909 	0.00048847841 	
910 	0.00048869653 	
911 	0.00048819259 	
912 	0.00048846895 	
913 	0.00048812463 	
914 	0.00048779091 	
915 	0.00048791264 	
916 	0.00048829215 	
917 	0.00048836772 	
918 	0.00048818955 	
919 	0.00048883347 	
920 	0.00048802465 	
921 	0.00048759875 	
922 	0.00048852493 	
923 	0.00048782836 	
924 	0.00048836682 	
925 	0.00048839783 	
926 	0.00048789731 	
927 	0.0004880307 	
928 	0.000487894 	
929 	0.00048845458 	
930 	0.00048803057 	
931 	0.00048874934 	
932 	0.00048800026 	
933 	0.00048829209 	
934 	0.00048761773 	
935 	0.00048822137 	
936 	0.00048807139 	
937 	0.00048821397 	
938 	0.00048876167 	
939 	0.00048821463 	
940 	0.00048750898 	
941 	0.0004886433 	
942 	0.00048827612 	
943 	0.00048823909 	
944 	0.00048799094 	
945 	0.00048891683 	
946 	0.00048813713 	
947 	0.00048840399 	
948 	0.00048851255 	
949 	0.00048844139 	
950 	0.00048803676 	
951 	0.00048823265 	
952 	0.00048845358 	
953 	0.00048744632 	
954 	0.00048852222 	
955 	0.00048767933 	
956 	0.0004880587 	
957 	0.00048762061 	
958 	0.00048813713 	
959 	0.00048758587 	
960 	0.00048736917 	
961 	0.00048756758 	
962 	0.00048748632 	
963 	0.0004876702 	
964 	0.00048816771 	
965 	0.00048792179 	
966 	0.00048812748 	
967 	0.00048765826 	
968 	0.00048864333 	
969 	0.0004879873 	
970 	0.00048864659 	
971 	0.00048817719 	
972 	0.00048852234 	
973 	0.00048810874 	
974 	0.00048819824 	
975 	0.00048787576 	
976 	0.00048800912 	
977 	0.0004879564 	
978 	0.00048830762 	
979 	0.00048799674 	
980 	0.00048804685 	
981 	0.00048815537 	
982 	0.00048909092 	
983 	0.00048809355 	
984 	0.00048776397 	
985 	0.00048814304 	
986 	0.00048794094 	
987 	0.00048844086 	
988 	0.00048743729 	
989 	0.0004876262 	
990 	0.00048856216 	
991 	0.00048785682 	
992 	0.00048786225 	
993 	0.00048807475 	
994 	0.00048835752 	
995 	0.00048787267 	
996 	0.00048800889 	
997 	0.00048825736 	
998 	0.00048795333 	
999 	0.00048753291 	
1000 	0.00048843209 	
1001 	0.00048791942 	
1002 	0.00048804945 	
1003 	0.00048798166 	
1004 	0.00048790722 	
1005 	0.00048755181 	
1006 	0.00048777592 	
1007 	0.00048760494 	
1008 	0.00048779453 	
1009 	0.00048740275 	
1010 	0.0004877878 	
1011 	0.00048818394 	
1012 	0.00048804977 	
1013 	0.00048829571 	
1014 	0.00048793752 	
1015 	0.00048748729 	
1016 	0.0004876893 	
1017 	0.00048787661 	
1018 	0.0004878723 	
1019 	0.00048746846 	
1020 	0.00048804959 	
1021 	0.00048754917 	
1022 	0.00048813081 	
1023 	0.00048862193 	
1024 	0.00048789469 	
1025 	0.00048781978 	
1026 	0.00048774748 	
1027 	0.00048762361 	
1028 	0.00048753649 	
1029 	0.00048769231 	
1030 	0.00048767315 	
1031 	0.00048726894 	
1032 	0.00048730091 	
1033 	0.0004873432 	
1034 	0.00048767032 	
1035 	0.00048827627 	
1036 	0.00048802438 	
1037 	0.00048811419 	
1038 	0.00048735656 	
1039 	0.00048737788 	
1040 	0.00048775126 	
1041 	0.00048739351 	
1042 	0.00048729708 	
1043 	0.00048779427 	
1044 	0.00048753323 	
1045 	0.00048770428 	
1046 	0.00048795005 	
1047 	0.0004879558 	
1048 	0.00048780457 	
1049 	0.0004876392 	
1050 	0.00048804316 	
1051 	0.00048830789 	
1052 	0.00048723194 	
1053 	0.00048845326 	
1054 	0.00048790938 	
1055 	0.00048810558 	
1056 	0.00048703554 	
1057 	0.00048769224 	
1058 	0.00048741843 	
1059 	0.00048729734 	
1060 	0.00048741172 	
1061 	0.00048836598 	
1062 	0.00048752968 	
1063 	0.00048741834 	
1064 	0.00048767335 	
1065 	0.00048776949 	
1066 	0.00048781962 	
1067 	0.0004877234 	
1068 	0.00048716907 	
1069 	0.00048831689 	
1070 	0.00048768258 	
1071 	0.00048726017 	
1072 	0.00048715973 	
1073 	0.00048766679 	
1074 	0.00048712277 	
1075 	0.00048821152 	
1076 	0.00048761698 	
1077 	0.00048748985 	
1078 	0.00048786649 	
1079 	0.00048802834 	
1080 	0.00048728493 	
1081 	0.00048752673 	
1082 	0.00048757072 	
1083 	0.00048719139 	
1084 	0.00048748367 	
1085 	0.00048732821 	
1086 	0.00048717249 	
1087 	0.00048751789 	
1088 	0.00048739913 	
1089 	0.00048790968 	
1090 	0.00048727469 	
1091 	0.00048715757 	
1092 	0.00048782897 	
1093 	0.00048796927 	
1094 	0.00048755807 	
1095 	0.00048720617 	
1096 	0.00048796896 	
1097 	0.00048721337 	
1098 	0.00048739643 	
1099 	0.00048668787 	
1100 	0.00048764226 	
1101 	0.00048757049 	
1102 	0.00048788499 	
1103 	0.00048750536 	
1104 	0.00048707065 	
1105 	0.00048736283 	
1106 	0.00048691781 	
1107 	0.00048716316 	
1108 	0.0004872159 	
1109 	0.00048713886 	
1110 	0.00048748062 	
1111 	0.00048704143 	
1112 	0.00048761648 	
1113 	0.00048778864 	
1114 	0.00048718511 	
1115 	0.00048710456 	
1116 	0.00048711754 	
1117 	0.00048828558 	
1118 	0.00048804053 	
1119 	0.00048673146 	
1120 	0.00048727842 	
1121 	0.00048703205 	
1122 	0.00048692131 	
1123 	0.00048742424 	
1124 	0.000487197 	
1125 	0.00048814612 	
1126 	0.00048761186 	
1127 	0.00048685845 	
1128 	0.00048743722 	
1129 	0.00048774844 	
1130 	0.00048754842 	
1131 	0.00048677446 	
1132 	0.00048740254 	
1133 	0.00048781327 	
1134 	0.00048726645 	
1135 	0.00048743055 	
1136 	0.00048754629 	
1137 	0.00048744932 	
1138 	0.00048698017 	
1139 	0.0004869829 	
1140 	0.00048745298 	
1141 	0.00048719824 	
1142 	0.00048700819 	
1143 	0.00048763875 	
1144 	0.00048741848 	
1145 	0.00048715707 	
1146 	0.00048725709 	
1147 	0.00048717658 	
1148 	0.00048689551 	
1149 	0.00048715399 	
1150 	0.00048795642 	
